classification_note_id,food_group,classification_note,item
classification_note_2043,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Walleye
classification_note_2044,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Ayu sweetfish
classification_note_2045,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Kafue pike
classification_note_2046,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Diadromous clupeoids nei
classification_note_2047,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,European smelt
classification_note_2048,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,White bream
classification_note_2049,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Sampa
classification_note_2050,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Whitefishes nei
classification_note_2051,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Bayad
classification_note_2052,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Sea trout
classification_note_2053,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Small scale mud carp
classification_note_2054,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Catfishes nei
classification_note_2055,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Sleek lates
classification_note_2056,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Kutum
classification_note_2057,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Asian barbs nei
classification_note_2058,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Reticulate knifefish
classification_note_2059,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,River eels nei
classification_note_2060,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Giant featherback
classification_note_2061,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Eulachon
classification_note_2062,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Tilapia shiranus
classification_note_2063,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Olive barb
classification_note_2064,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Netted prochilod
classification_note_2065,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Vendace
classification_note_2066,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Dotted gizzard shad
classification_note_2067,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Isok barb
classification_note_2068,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Manipur osteobrama
classification_note_2069,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Mud carp
classification_note_2070,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Blue tilapia
classification_note_2071,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Three spotted tilapia
classification_note_2072,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,"Striped bass, hybrid"
classification_note_2073,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Lake(=Common) whitefish
classification_note_2074,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Freshwater breams nei
classification_note_2075,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Butter catfish
classification_note_2076,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Blue catfish
classification_note_2077,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Dorada
classification_note_2078,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Freshwater perches nei
classification_note_2079,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Freshwater gobies nei
classification_note_2080,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Burbot
classification_note_2081,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,"Hetero-Clarias catfish, hybrid"
classification_note_2082,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Arapaima
classification_note_2083,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Piranhas nei
classification_note_2084,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Glass schilbid
classification_note_2085,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Trahira
classification_note_2086,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Redbreast tilapia
classification_note_2087,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Caspian roach
classification_note_2088,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Sichel
classification_note_2089,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Dorado
classification_note_2090,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,American yellow perch
classification_note_2091,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Asp
classification_note_2092,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Kumakuma
classification_note_2093,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Mango tilapia
classification_note_2094,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,European whitefish
classification_note_2095,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Alewife
classification_note_2096,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Parachanna snakeheads nei
classification_note_2097,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Silver mylossoma
classification_note_2098,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Blackchin tilapia
classification_note_2099,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Magdalena River prochilodus
classification_note_2100,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Spotted sorubim
classification_note_2101,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Striped bass
classification_note_2102,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Shads nei
classification_note_2103,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Brook trout
classification_note_2104,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Manduba
classification_note_2105,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Barred sorubim
classification_note_2106,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Suckers nei
classification_note_2107,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Masu(=Cherry) salmon
classification_note_2108,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,"Gudgeons, sleepers nei"
classification_note_2109,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Chars nei
classification_note_2110,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Oscar
classification_note_2111,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Tench
classification_note_2112,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Arawana
classification_note_2113,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Longfin tilapia
classification_note_2114,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Hampala barb
classification_note_2115,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Signal barb
classification_note_2116,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Banded astyanax
classification_note_2117,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,American gizzard shad
classification_note_2118,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Gilded catfish
classification_note_2119,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Pontic shad
classification_note_2120,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Caspian shads
classification_note_2121,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Rainbow smelt
classification_note_2122,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Amazon sailfin catfish
classification_note_2123,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,African obscure snakehead
classification_note_2124,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Buffalofishes nei
classification_note_2125,Seafood,Species in category Freshwater and Diadromous Fish outside top 100,Tiger sorubim
